TimeStamp, Value
20221002034334,68.69316101074219
20221002034335,348.8631248474121
20221002034336,350.74400901794434
20221002034337,59.861183166503906
20221002034338,354.9964427947998
20221002034339,350.98934173583984
20221002034340,362.39731311798096
20221002034341,390.61057567596436
20221002034342,350.7031202316284
20221002034343,348.6586809158325
20221002034344,350.7031202316284
20221002034345,89.62821960449219
20221002034346,150.02095699310303
20221002034347,62.76428699493408
20221002034348,355.6097745895386
20221002034349,374.3777275085449
20221002034350,429.4140338897705
20221002034351,413.2629632949829
20221002034352,348.29068183898926
20221002034353,283.7681770324707
20221002034354,340.6853675842285
20221002034355,286.2623929977417
20221002034356,307.2383403778076
20221002034357,290.92371463775635
20221002034358,285.5263948440552
20221002034359,285.73083877563477
20221002034400,348.45423698425293
20221002034401,327.8871774673462
20221002034402,490.99254608154297
20221002034403,333.0800533294678
20221002034404,327.6418447494507
20221002034405,319.3005323410034
20221002034406,327.80539989471436
20221002034407,327.9280662536621
20221002034408,335.57426929473877
20221002034409,290.88282585144043
20221002034410,277.92108058929443
20221002034411,269.0073251724243
20221002034412,285.9761714935303
20221002034413,280.129075050354
20221002034414,308.71033668518066
20221002034415,59.902071952819824
20221002034416,51.029205322265625
20221002034417,51.1927604675293
20221002034418,60.22918224334717
20221002034419,51.56075954437256
20221002034420,51.11098289489746
20221002034421,285.68994998931885
20221002034422,285.64906120300293
20221002034423,65.7491683959961
20221002034424,65.95361232757568
20221002034425,283.40017795562744
20221002034426,263.20111751556396
20221002034427,54.09586429595947
20221002034428,83.45401287078857
20221002034429,280.5788516998291
20221002034430,291.2917137145996
20221002034431,274.8953104019165
20221002034432,362.11109161376953
20221002034433,290.8010482788086
20221002034434,288.63394260406494
20221002034435,328.5413980484009
20221002034436,298.85613918304443
20221002034437,290.67838191986084
20221002034439,12104.184746742249
20221002034440,293.7859296798706
20221002034441,277.5530815124512
20221002034442,285.608172416687
20221002034443,287.97972202301025
20221002034444,285.28106212615967
20221002034445,282.9095125198364
20221002034446,288.5112762451172
20221002034447,285.8535051345825
20221002034448,291.2917137145996
20221002034449,280.5788516998291
20221002034450,293.4997081756592
20221002034451,291.0054922103882
20221002034452,286.0170602798462
20221002034453,288.47038745880127
20221002034454,285.9761714935303
20221002034455,280.0881862640381
20221002034456,288.83838653564453
20221002034457,290.8010482788086
20221002034458,285.64906120300293
20221002034459,293.8268184661865
